No.,Varietas,Panjang,Besar,Warna,Rasa,Teknik,Musim,Penyakit,PH,Grade Mutu
2413,panda wangi,7.5,1.3,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade C
2414,ciheran,6.3,2.3,putih,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
2415,mi kongga,7.3,3.3,putih,sangat pulen,SRI,Hujan,tikus,4,Grade C
2416,IR 64,6.2,4.2,putih,pulen,SRI,Hujan,Burung,4,Grade C
2417,Beras Merah,6.4,5.2,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
2418,Beras Hitam,7.5,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
2419,panda wangi,7.2,1.4,coklat,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
2420,ciheran,6.4,2.2,putih,pulen,SRI,Kemarau,tikus,5,Grade C
2421,mi kongga,7.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
2422,IR 64,6.4,4.2,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
2423,Beras Merah,6.3,5.3,merah,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade B
2424,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,wereng hijau,5,Grade B
2425,panda wangi,7.4,1.2,putih,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade D
2426,ciheran,6.4,2.3,putih,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
2427,mi kongga,7.3,3.3,putih,sangat pulen,SRI,Hujan,penggerek batang,2,Grade D
2428,IR 64,6.5,4.2,putih,pulen,SRI,Hujan,wereng coklat,2,Grade D
2429,Beras Merah,6.6,5.1,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
2430,Beras Hitam,7.2,6.3,hitam,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
2431,panda wangi,7.3,1.2,coklat,sangat pulen,SRI,Kemarau,Burung,3,Grade C
2432,ciheran,6.6,2.3,putih,pulen,SRI,Kemarau,penggerek batang,3,Grade D
2433,mi kongga,7.2,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
2434,IR 64,6.1,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
2435,Beras Merah,6.4,5.1,merah,sangat pulen,SRI,Kemarau,tikus,3,Grade C
2436,Beras Hitam,7.5,6.3,hitam,pulen,SRI,Kemarau,Burung,3,Grade C
2437,panda wangi,7.3,1.1,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade C
2438,ciheran,6.3,2.2,putih,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
2439,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,wereng hijau,4,Grade B
2440,IR 64,6.5,4.3,putih,pulen,SRI,Hujan,tikus,4,Grade C
2441,Beras Merah,6.4,5.2,merah,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
2442,Beras Hitam,7.4,6.4,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
2443,panda wangi,7.4,1.1,coklat,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade A
2444,ciheran,6.2,2.4,putih,pulen,SRI,Kemarau,wereng hijau,5,Grade B
2445,mi kongga,7.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
2446,IR 64,6.1,4.3,putih,pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
2447,Beras Merah,6.1,5.2,merah,sangat pulen,SRI,Kemarau,penggerek batang,5,Grade B
2448,Beras Hitam,7.3,6.2,hitam,pulen,SRI,Kemarau,wereng coklat,5,Grade B
2449,panda wangi,7.5,1.4,putih,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
2450,ciheran,6.3,2.2,putih,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
2451,mi kongga,7.3,3.2,putih,sangat pulen,SRI,Hujan,Burung,2,Grade C
2452,IR 64,6.2,4.3,putih,pulen,SRI,Hujan,penggerek batang,2,Grade D
2453,Beras Merah,6.4,5.3,merah,sangat pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
2454,Beras Hitam,7.5,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
2455,panda wangi,7.2,1.1,coklat,sangat pulen,SRI,Kemarau,tikus,3,Grade C
2456,ciheran,6.4,2.3,putih,pulen,SRI,Kemarau,Burung,3,Grade D
2457,mi kongga,7.2,3.5,putih,sangat pulen,Jajar Legowo,Kemarau,penggerek batang,3,Grade D
2458,IR 64,6.4,4.5,putih,pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
2459,Beras Merah,6.3,5.5,merah,sangat pulen,SRI,Kemarau,wereng hijau,3,Grade B
2460,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,tikus,3,Grade C
2461,panda wangi,7.4,1.3,putih,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
2462,ciheran,6.4,2.3,putih,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
2463,mi kongga,7.3,3.3,putih,sangat pulen,SRI,Hujan,wereng coklat,4,Grade C
2464,IR 64,6.5,4.2,putih,pulen,SRI,Hujan,wereng hijau,4,Grade B
2465,Beras Merah,6.6,5.2,merah,sangat pulen,Jajar Legowo,Hujan,tikus,4,Grade C
2466,Beras Hitam,7.2,6.2,hitam,pulen,Jajar Legowo,Hujan,Burung,4,Grade C
2467,panda wangi,7.3,1.4,coklat,sangat pulen,SRI,Kemarau,penggerek batang,5,Grade A
2468,ciheran,6.6,2.2,putih,pulen,SRI,Kemarau,wereng coklat,5,Grade B
2469,mi kongga,7.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng hijau,5,Grade B
2470,IR 64,6.1,4.2,putih,pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
2471,Beras Merah,6.4,5.3,merah,sangat pulen,SRI,Kemarau,Burung,5,Grade C
2472,Beras Hitam,7.5,6.2,hitam,pulen,SRI,Kemarau,penggerek batang,5,Grade B
2473,panda wangi,7.3,1.3,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade D
2474,ciheran,6.3,2.3,putih,pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
2475,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,tikus,2,Grade C
2476,IR 64,6.5,4.2,putih,pulen,SRI,Hujan,Burung,2,Grade C
2477,Beras Merah,6.4,1.2,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
2478,Beras Hitam,7.4,6.5,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
2479,panda wangi,7.4,1.2,coklat,sangat pulen,SRI,Kemarau,wereng hijau,3,Grade B
2480,ciheran,6.1,2.2,putih,pulen,SRI,Kemarau,tikus,3,Grade D
2481,mi kongga,7.3,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,3,Grade D
2482,IR 64,6.5,4.3,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,3,Grade D
2483,Beras Merah,6.4,5.3,merah,sangat pulen,SRI,Kemarau,wereng coklat,3,Grade C
2484,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,wereng hijau,3,Grade B
2485,panda wangi,7.1,1.4,putih,sangat pulen,Jajar Legowo,Hujan,tikus,4,Grade C
2486,ciheran,6.2,2.2,putih,pulen,Jajar Legowo,Hujan,Burung,4,Grade C
2487,mi kongga,7.1,3.2,putih,sangat pulen,SRI,Hujan,penggerek batang,4,Grade C
2488,IR 64,6.3,4.2,putih,pulen,SRI,Hujan,wereng coklat,4,Grade C
2489,Beras Merah,6.4,5.3,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
2490,Beras Hitam,7.5,6.2,hitam,pulen,Jajar Legowo,Hujan,tikus,4,Grade C
2491,panda wangi,7.3,1.3,coklat,sangat pulen,SRI,Kemarau,Burung,5,Grade B
2492,ciheran,6.5,2.3,putih,pulen,SRI,Kemarau,penggerek batang,5,Grade C
2493,mi kongga,7.5,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,5,Grade C
2494,IR 64,6.2,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,5,Grade B
2495,Beras Merah,6.5,1.2,merah,sangat pulen,SRI,Kemarau,tikus,5,Grade C
2496,Beras Hitam,7.2,6.5,hitam,pulen,SRI,Kemarau,Burung,5,Grade C
2497,panda wangi,7.1,1.2,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade D
2498,ciheran,6.3,2.2,putih,pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
2499,mi kongga,7.3,3.2,putih,sangat pulen,SRI,Hujan,wereng hijau,2,Grade B
2500,IR 64,6.2,4.3,putih,pulen,SRI,Hujan,tikus,2,Grade C
2501,Beras Merah,6.4,5.3,merah,sangat pulen,Jajar Legowo,Hujan,Burung,2,Grade C
2502,Beras Hitam,7.5,6.2,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
2503,panda wangi,7.2,1.4,coklat,sangat pulen,SRI,Kemarau,wereng coklat,3,Grade B
2504,ciheran,6.4,2.2,putih,pulen,SRI,Kemarau,wereng hijau,3,Grade B
2505,mi kongga,7.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,3,Grade D
2506,IR 64,6.4,4.2,putih,pulen,Jajar Legowo,Kemarau,Burung,3,Grade D
2507,Beras Merah,6.3,5.3,merah,sangat pulen,SRI,Kemarau,penggerek batang,3,Grade C
2508,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,wereng coklat,3,Grade C
2509,panda wangi,7.4,1.3,putih,sangat pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
2510,ciheran,6.4,2.3,putih,pulen,Jajar Legowo,Hujan,tikus,4,Grade C
2511,mi kongga,7.3,3.3,putih,sangat pulen,SRI,Hujan,Burung,4,Grade C
2512,IR 64,6.5,4.2,putih,pulen,SRI,Hujan,penggerek batang,4,Grade C
2513,Beras Merah,6.6,1.2,merah,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
2514,Beras Hitam,7.2,6.5,hitam,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
2515,panda wangi,7.3,1.2,coklat,sangat pulen,SRI,Kemarau,tikus,5,Grade B
2516,ciheran,6.6,2.2,putih,pulen,SRI,Kemarau,Burung,5,Grade C
2517,mi kongga,7.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
2518,IR 64,6.1,4.3,putih,pulen,Jajar Legowo,Kemarau,wereng coklat,5,Grade C
2519,Beras Merah,6.4,5.3,merah,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
2520,Beras Hitam,7.5,6.2,hitam,pulen,SRI,Kemarau,tikus,5,Grade C
2521,panda wangi,7.3,1.2,putih,sangat pulen,Jajar Legowo,Hujan,Burung,2,Grade D
2522,ciheran,6.1,2.3,putih,pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
2523,mi kongga,7.4,3.3,putih,sangat pulen,SRI,Hujan,wereng coklat,2,Grade D
2524,IR 64,6.2,4.2,putih,pulen,SRI,Hujan,wereng hijau,2,Grade B
2525,Beras Merah,6.4,5.1,merah,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade C
2526,Beras Hitam,7.2,6.3,hitam,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
2527,panda wangi,7.5,1.2,coklat,sangat pulen,SRI,Kemarau,penggerek batang,3,Grade B
2528,ciheran,6.3,2.3,putih,pulen,SRI,Kemarau,wereng coklat,3,Grade C
2529,mi kongga,7.5,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
2530,IR 64,6.3,4.2,putih,pulen,Jajar Legowo,Kemarau,tikus,3,Grade D
2531,Beras Merah,6.2,5.1,merah,sangat pulen,SRI,Kemarau,Burung,3,Grade C
2532,Beras Hitam,7.1,6.3,hitam,pulen,SRI,Kemarau,penggerek batang,3,Grade C
2533,panda wangi,7.5,1.1,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade C
2534,ciheran,6.2,2.2,putih,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
2535,mi kongga,7.3,3.3,putih,sangat pulen,SRI,Hujan,tikus,4,Grade C
2536,IR 64,6.4,4.3,putih,pulen,SRI,Hujan,Burung,4,Grade C
2537,Beras Merah,6.2,5.2,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
2538,Beras Hitam,7.1,6.4,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
2539,panda wangi,7.3,1.1,coklat,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
2540,ciheran,6.3,2.4,putih,pulen,SRI,Kemarau,tikus,5,Grade C
2541,mi kongga,7.3,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
2542,IR 64,6.4,4.3,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
2543,Beras Merah,6.2,5.2,merah,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade B
2544,Beras Hitam,7.1,6.2,hitam,pulen,SRI,Kemarau,wereng hijau,5,Grade B
2545,panda wangi,7.3,1.4,putih,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade D
2546,ciheran,6.1,2.2,putih,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
2547,mi kongga,7.3,3.2,putih,sangat pulen,SRI,Hujan,penggerek batang,2,Grade D
2548,IR 64,6.5,4.3,putih,pulen,SRI,Hujan,wereng coklat,2,Grade D
2549,Beras Merah,6.2,5.3,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
2550,Beras Hitam,7.2,6.2,hitam,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
2551,panda wangi,7.4,1.1,coklat,sangat pulen,SRI,Kemarau,Burung,3,Grade C
2552,ciheran,6.2,2.3,putih,pulen,SRI,Kemarau,penggerek batang,3,Grade D
2553,mi kongga,7.2,3.5,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
2554,IR 64,6.2,4.5,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
2555,Beras Merah,6.5,5.5,merah,sangat pulen,SRI,Kemarau,tikus,3,Grade C
2556,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,Burung,3,Grade C
2557,panda wangi,7.3,1.3,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade C
2558,ciheran,6.2,2.3,putih,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
2559,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,wereng hijau,4,Grade B
2560,IR 64,6.1,4.2,putih,pulen,SRI,Hujan,tikus,4,Grade C
2561,Beras Merah,6.1,5.2,merah,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
2562,Beras Hitam,7.3,6.2,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
2563,panda wangi,7.5,1.4,coklat,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade A
2564,ciheran,6.1,2.2,putih,pulen,SRI,Kemarau,wereng hijau,5,Grade B
2565,mi kongga,7.4,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
2566,IR 64,6.2,4.2,putih,pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
2567,Beras Merah,6.4,5.3,merah,sangat pulen,SRI,Kemarau,penggerek batang,5,Grade B
2568,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,wereng coklat,5,Grade B
2569,panda wangi,7.5,1.2,putih,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
2570,ciheran,6.1,2.3,putih,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
2571,mi kongga,7.1,3.3,putih,sangat pulen,SRI,Hujan,Burung,2,Grade C
2572,IR 64,6.5,4.2,putih,pulen,SRI,Hujan,penggerek batang,2,Grade D
2573,Beras Merah,6.3,5.1,merah,sangat pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
2574,Beras Hitam,7.4,6.3,hitam,pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
2575,panda wangi,7.2,1.2,coklat,sangat pulen,SRI,Kemarau,tikus,3,Grade C
2576,ciheran,6.4,2.3,putih,pulen,SRI,Kemarau,Burung,3,Grade D
2577,mi kongga,7.1,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,penggerek batang,3,Grade D
2578,IR 64,6.2,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
2579,Beras Merah,6.3,5.1,merah,sangat pulen,SRI,Kemarau,wereng hijau,3,Grade B
2580,Beras Hitam,7.2,6.3,hitam,pulen,SRI,Kemarau,tikus,3,Grade C
2581,panda wangi,7.3,1.1,putih,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
2582,ciheran,6.3,2.2,putih,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
2583,mi kongga,7.1,3.3,putih,sangat pulen,SRI,Hujan,wereng coklat,4,Grade C
2584,IR 64,6.5,4.3,putih,pulen,SRI,Hujan,wereng hijau,4,Grade B
2585,Beras Merah,6.3,5.2,merah,sangat pulen,Jajar Legowo,Hujan,tikus,4,Grade C
2586,Beras Hitam,7.2,6.4,hitam,pulen,Jajar Legowo,Hujan,Burung,4,Grade C
2587,panda wangi,7.4,1.1,coklat,sangat pulen,SRI,Kemarau,penggerek batang,5,Grade A
2588,ciheran,6.2,2.4,putih,pulen,SRI,Kemarau,wereng coklat,5,Grade B
2589,mi kongga,7.1,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng hijau,5,Grade B
2590,IR 64,6.3,4.3,putih,pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
2591,Beras Merah,6.4,5.2,merah,sangat pulen,SRI,Kemarau,Burung,5,Grade C
2592,Beras Hitam,7.5,6.2,hitam,pulen,SRI,Kemarau,penggerek batang,5,Grade B
2593,panda wangi,7.3,1.4,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade D
2594,ciheran,6.5,2.2,putih,pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
2595,mi kongga,7.5,3.2,putih,sangat pulen,SRI,Hujan,tikus,2,Grade C
2596,IR 64,6.2,4.3,putih,pulen,SRI,Hujan,Burung,2,Grade C
2597,Beras Merah,6.5,5.3,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
2598,Beras Hitam,7.2,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
2599,panda wangi,7.1,1.1,coklat,sangat pulen,SRI,Kemarau,wereng hijau,3,Grade B
2600,ciheran,6.3,2.3,putih,pulen,SRI,Kemarau,tikus,3,Grade D
2601,mi kongga,7.3,3.5,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,3,Grade D
2602,IR 64,6.2,4.5,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,3,Grade D
2603,Beras Merah,6.4,5.5,merah,sangat pulen,SRI,Kemarau,wereng coklat,3,Grade C
2604,Beras Hitam,7.5,6.2,hitam,pulen,SRI,Kemarau,wereng hijau,3,Grade B
2605,panda wangi,7.2,1.3,putih,sangat pulen,Jajar Legowo,Hujan,tikus,4,Grade C
2606,ciheran,6.4,2.3,putih,pulen,Jajar Legowo,Hujan,Burung,4,Grade C
2607,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,penggerek batang,4,Grade C
2608,IR 64,6.4,4.2,putih,pulen,SRI,Hujan,wereng coklat,4,Grade C
2609,Beras Merah,6.3,5.2,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
2610,Beras Hitam,7.2,6.2,hitam,pulen,Jajar Legowo,Hujan,tikus,4,Grade C
2611,panda wangi,7.4,1.4,coklat,sangat pulen,SRI,Kemarau,Burung,5,Grade B
2612,ciheran,6.4,2.2,putih,pulen,SRI,Kemarau,penggerek batang,5,Grade C
2613,mi kongga,7.3,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,5,Grade C
2614,IR 64,6.5,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,5,Grade B
2615,Beras Merah,6.6,5.3,merah,sangat pulen,SRI,Kemarau,tikus,5,Grade C
2616,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,Burung,5,Grade C
2617,panda wangi,7.3,1.3,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade D
2618,ciheran,6.6,2.3,putih,pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
2619,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,wereng hijau,2,Grade B
2620,IR 64,6.1,4.2,putih,pulen,SRI,Hujan,tikus,2,Grade C
2621,Beras Merah,6.4,1.2,merah,sangat pulen,Jajar Legowo,Hujan,Burung,2,Grade C
2622,Beras Hitam,7.5,6.5,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
2623,panda wangi,7.3,1.2,coklat,sangat pulen,SRI,Kemarau,wereng coklat,3,Grade B
2624,ciheran,6.1,2.2,putih,pulen,SRI,Kemarau,wereng hijau,3,Grade B
2625,mi kongga,7.4,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,3,Grade D
2626,IR 64,6.2,4.3,putih,pulen,Jajar Legowo,Kemarau,Burung,3,Grade D
2627,Beras Merah,6.4,5.3,merah,sangat pulen,SRI,Kemarau,penggerek batang,3,Grade C
2628,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,wereng coklat,3,Grade C
2629,panda wangi,7.5,1.4,putih,sangat pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
2630,ciheran,6.3,2.2,putih,pulen,Jajar Legowo,Hujan,tikus,4,Grade C
2631,mi kongga,7.5,3.2,putih,sangat pulen,SRI,Hujan,Burung,4,Grade C
2632,IR 64,6.3,4.2,putih,pulen,SRI,Hujan,penggerek batang,4,Grade C
2633,Beras Merah,6.2,5.3,merah,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
2634,Beras Hitam,7.1,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
2635,panda wangi,7.5,1.3,coklat,sangat pulen,SRI,Kemarau,tikus,5,Grade B
2636,ciheran,6.2,2.3,putih,pulen,SRI,Kemarau,Burung,5,Grade C
2637,mi kongga,7.4,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
2638,IR 64,6.1,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng coklat,5,Grade C
2639,Beras Merah,6.4,1.2,merah,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
2640,Beras Hitam,7.3,6.5,hitam,pulen,SRI,Kemarau,tikus,5,Grade C
2641,panda wangi,7.2,1.2,putih,sangat pulen,Jajar Legowo,Hujan,Burung,2,Grade D
2642,ciheran,6.1,2.2,putih,pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
2643,mi kongga,7.1,3.2,putih,sangat pulen,SRI,Hujan,wereng coklat,2,Grade D
2644,IR 64,6.5,4.3,putih,pulen,SRI,Hujan,wereng hijau,2,Grade B
2645,Beras Merah,6.3,5.3,merah,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade C
2646,Beras Hitam,7.4,6.2,hitam,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
2647,panda wangi,7.2,1.4,coklat,sangat pulen,SRI,Kemarau,penggerek batang,3,Grade B
2648,ciheran,6.1,2.2,putih,pulen,SRI,Kemarau,wereng coklat,3,Grade C
2649,mi kongga,7.3,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
2650,IR 64,6.5,4.2,putih,pulen,Jajar Legowo,Kemarau,tikus,3,Grade D
2651,Beras Merah,6.2,5.3,merah,sangat pulen,SRI,Kemarau,Burung,3,Grade C
2652,Beras Hitam,7.4,6.2,hitam,pulen,SRI,Kemarau,penggerek batang,3,Grade C
2653,panda wangi,7.1,1.3,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade C
2654,ciheran,6.4,2.3,putih,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
2655,mi kongga,7.4,3.3,putih,sangat pulen,SRI,Hujan,tikus,4,Grade C
2656,IR 64,6.2,4.2,putih,pulen,SRI,Hujan,Burung,4,Grade C
2657,Beras Merah,6.1,1.2,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
2658,Beras Hitam,7.4,6.5,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
2659,panda wangi,7.5,1.2,coklat,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
2660,ciheran,6.5,2.2,putih,pulen,SRI,Kemarau,tikus,5,Grade C
2661,mi kongga,7.5,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
2662,IR 64,6.2,4.3,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
2663,Beras Merah,6.5,5.3,merah,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade B
2664,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,wereng hijau,5,Grade B
2665,panda wangi,7.1,1.2,putih,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade D
2666,ciheran,6.3,2.3,putih,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
2667,mi kongga,7.3,3.3,putih,sangat pulen,SRI,Hujan,penggerek batang,2,Grade D
2668,IR 64,6.2,4.2,putih,pulen,SRI,Hujan,wereng coklat,2,Grade D
2669,Beras Merah,6.4,5.1,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
2670,Beras Hitam,7.5,6.3,hitam,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
2671,panda wangi,7.2,1.2,coklat,sangat pulen,SRI,Kemarau,Burung,3,Grade C
2672,ciheran,6.4,2.3,putih,pulen,SRI,Kemarau,penggerek batang,3,Grade D
2673,mi kongga,7.2,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
2674,IR 64,6.4,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
2675,Beras Merah,6.3,5.1,merah,sangat pulen,SRI,Kemarau,tikus,3,Grade C
2676,Beras Hitam,7.2,6.3,hitam,pulen,SRI,Kemarau,Burung,3,Grade C
2677,panda wangi,7.4,1.1,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade C
2678,ciheran,6.4,2.2,putih,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
2679,mi kongga,7.3,3.3,putih,sangat pulen,SRI,Hujan,wereng hijau,4,Grade B
2680,IR 64,6.5,4.3,putih,pulen,SRI,Hujan,tikus,4,Grade C
2681,Beras Merah,6.6,5.2,merah,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
2682,Beras Hitam,7.2,6.4,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
2683,panda wangi,7.3,1.1,coklat,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade A
2684,ciheran,6.6,2.4,putih,pulen,SRI,Kemarau,wereng hijau,5,Grade B
2685,mi kongga,7.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
2686,IR 64,6.1,4.3,putih,pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
2687,Beras Merah,6.4,5.2,merah,sangat pulen,SRI,Kemarau,penggerek batang,5,Grade B
